#{"t_start": 1730994563.2698402, "env_id": "None"}
r,l,t
-1000.0,1,1.328915
-1000.0,1,1.330142
-1000.0,1,1.331402
-1000.0,1,1.332546
-1000.0,1,1.333866
-1000.0,1,1.335073
-1000.0,1,1.336262
-1000.0,1,1.33739
-1000.0,1,1.338357
-1000.0,1,1.339448
-1000.0,1,1.340956
-1000.0,1,1.342519
-1000.0,1,1.344241
-1000.0,1,1.345599
-1000.0,1,1.347211
-1000.0,1,1.348278
-1000.0,1,1.349319
-1000.0,1,1.350405
-1000.0,1,1.351436
-1000.0,1,1.352319
-1000.0,1,1.353076
-1000.0,1,1.353806
-1000.0,1,1.354553
-1000.0,1,1.355318
-1000.0,1,1.356321
-1000.0,1,1.357854
-1000.0,1,1.358893
-1000.0,1,1.360298
-1000.0,1,1.361378
-1000.0,1,1.362573
-1000.0,1,1.363822
-1000.0,1,1.364877
-1000.0,1,1.366097
-1000.0,1,1.367277
-1000.0,1,1.368642
-1000.0,1,1.3697
-1000.0,1,1.370745
-1000.0,1,1.371838
-1000.0,1,1.373054
-1000.0,1,1.374484
-1000.0,1,1.375823
-1000.0,1,1.377141
-1000.0,1,1.378556
-1000.0,1,1.379879
-1000.0,1,1.380874
-1000.0,1,1.381985
-1000.0,1,1.38308
-1000.0,1,1.384123
-1000.0,1,1.38496
-1000.0,1,1.385698
-1000.0,1,1.386445
-1000.0,1,1.387138
-1000.0,1,1.387869
-1000.0,1,1.388649
-1000.0,1,1.389674
-1000.0,1,1.3912
-1000.0,1,1.392457
-1000.0,1,1.393761
-1000.0,1,1.395299
-1000.0,1,1.396857
-1000.0,1,1.39801
-1000.0,1,1.399048
-1000.0,1,1.400242
-1000.0,1,1.40136
-1000.0,1,1.402205
-1000.0,1,1.402946
-1000.0,1,1.403633
-1000.0,1,1.404334
-1000.0,1,1.40502
-1000.0,1,1.405689
-1000.0,1,1.407152
-1000.0,1,1.408553
-1000.0,1,1.409795
-1000.0,1,1.41115
-1000.0,1,1.412477
-1000.0,1,1.413792
-1000.0,1,1.414946
-1000.0,1,1.416143
-1000.0,1,1.417226
-1000.0,1,1.418049
-1000.0,1,1.418797
-1000.0,1,1.419603
-1000.0,1,1.420386
-1000.0,1,1.421118
-1000.0,1,1.421855
-1000.0,1,1.422722
-1000.0,1,1.424265
-1000.0,1,1.425305
-1000.0,1,1.426303
-1000.0,1,1.42724
-1000.0,1,1.428451
-1000.0,1,1.429567
-1000.0,1,1.43101
-1000.0,1,1.432432
-1000.0,1,1.433631
-1000.0,1,1.434449
-1000.0,1,1.435158
-1000.0,1,1.435838
-1000.0,1,1.436766
-1000.0,1,1.437628
-1000.0,1,1.438431
-1000.0,1,1.439557
-1000.0,1,1.441277
-1000.0,1,1.442734
-1000.0,1,1.444489
-1000.0,1,1.446063
-1000.0,1,1.447454
-1000.0,1,1.448563
-1000.0,1,1.449562
-1000.0,1,1.450576
-1000.0,1,1.451568
-1000.0,1,1.452638
-1000.0,1,1.453366
-1000.0,1,1.454009
-1000.0,1,1.454832
-1000.0,1,1.455511
-1000.0,1,1.456372
-1000.0,1,1.457857
-1000.0,1,1.459149
-1000.0,1,1.460798
-1000.0,1,1.462671
-1000.0,1,1.4642
-1000.0,1,1.465251
-1000.0,1,1.466082
-1000.0,1,1.46693
-1000.0,1,1.468123
-1000.0,1,1.46918
-1000.0,1,1.469927
-1000.0,1,1.470743
-1000.0,1,1.4715
-1000.0,1,1.472179
-1000.0,1,1.473297
-1000.0,1,1.474589
-1000.0,1,1.475595
-1000.0,1,1.476595
-1000.0,1,1.477946
-1000.0,1,1.479614
-1000.0,1,1.480665
-1000.0,1,1.481737
-1000.0,1,1.482864
-1000.0,1,1.483684
-1000.0,1,1.484386
-1000.0,1,1.48508
-1000.0,1,1.485864
-1000.0,1,1.486587
-1000.0,1,1.487265
-1000.0,1,1.487945
-1000.0,1,1.488706
-1000.0,1,1.489558
-1000.0,1,1.491035
-1000.0,1,1.492371
-1000.0,1,1.493706
-1000.0,1,1.494858
-1000.0,1,1.496043
-1000.0,1,1.497157
-1000.0,1,1.49855
-1000.0,1,1.499672
-1000.0,1,1.500426
-1000.0,1,1.501088
-1000.0,1,1.501742
-1000.0,1,1.502394
-1000.0,1,1.503028
-1000.0,1,1.503691
-1000.0,1,1.504831
-1000.0,1,1.505854
-1000.0,1,1.507352
-1000.0,1,1.5086
-1000.0,1,1.509864
-1000.0,1,1.511273
-1000.0,1,1.512397
-1000.0,1,1.513555
-1000.0,1,1.515086
-1000.0,1,1.516071
-1000.0,1,1.516862
-1000.0,1,1.517572
-1000.0,1,1.51825
-1000.0,1,1.518929
-1000.0,1,1.519592
-1000.0,1,1.520307
-1000.0,1,1.521028
-1000.0,1,1.521939
-1000.0,1,1.522787
-1000.0,1,1.524106
-1000.0,1,1.525188
-1000.0,1,1.526242
-1000.0,1,1.527437
-1000.0,1,1.528554
-1000.0,1,1.529535
-1000.0,1,1.530535
-1000.0,1,1.531547
-1000.0,1,1.532614
-1000.0,1,1.534332
-1000.0,1,1.536054
-1000.0,1,1.537692
-1000.0,1,1.539331
-1000.0,1,1.541121
-1000.0,1,1.542981
-1000.0,1,1.544769
-1000.0,1,1.546437
-1000.0,1,1.548282
-1000.0,1,1.550247
-1000.0,1,1.552185
-1000.0,1,1.554127
-1000.0,1,1.556178
-1000.0,1,1.557888
-1000.0,1,1.559319
-1000.0,1,1.560991
-1000.0,1,1.562371
-1000.0,1,1.564042
-1000.0,1,1.565757
-1000.0,1,1.567295
-1000.0,1,1.568733
-1000.0,1,1.57019
-1000.0,1,1.57181
-1000.0,1,1.573799
-1000.0,1,1.575979
-1000.0,1,1.578369
-1000.0,1,1.580128
-1000.0,1,1.581838
-1000.0,1,1.583623
-1000.0,1,1.585256
-1000.0,1,1.586895
-1000.0,1,1.588522
-1000.0,1,1.59025
-1000.0,1,1.592081
-1000.0,1,1.593637
-1000.0,1,1.595195
-1000.0,1,1.596917
-1000.0,1,1.598414
-1000.0,1,1.600212
-1000.0,1,1.602187
-1000.0,1,1.603914
-1000.0,1,1.605278
-1000.0,1,1.606876
-1000.0,1,1.608752
-1000.0,1,1.610278
-1000.0,1,1.611504
-1000.0,1,1.612672
-1000.0,1,1.613965
-1000.0,1,1.615378
-1000.0,1,1.616471
-1000.0,1,1.617228
-1000.0,1,1.617951
-1000.0,1,1.6187
-1000.0,1,1.619997
-1000.0,1,1.621267
-1000.0,1,1.622631
-1000.0,1,1.624094
-1000.0,1,1.625399
-1000.0,1,1.626822
-1000.0,1,1.628018
-1000.0,1,1.629311
-1000.0,1,1.631019
-1000.0,1,1.632861
-1000.0,1,1.634622
-1000.0,1,1.636634
-1000.0,1,1.638415
-1000.0,1,1.640262
-1000.0,1,1.642105
-1000.0,1,1.643643
-1000.0,1,1.64473
-1000.0,1,1.645736
-1000.0,1,1.646784
-1000.0,1,1.648039
-1000.0,1,1.649134
-1000.0,1,1.650183
-1000.0,1,1.65122
-1000.0,1,1.652156
-1000.0,1,1.65302
-1000.0,1,1.653866
-1000.0,1,1.655311
-1000.0,1,1.656862
-1000.0,1,1.658816
-1000.0,1,1.660076
-1000.0,1,1.661171
-1000.0,1,1.662115
-1000.0,1,1.66303
-1000.0,1,1.663962
-1000.0,1,1.664932
-1000.0,1,1.665685
-1000.0,1,1.66651
-1000.0,1,1.667598
-1000.0,1,1.66904
-1000.0,1,1.670276
-1000.0,1,1.671589
-1000.0,1,1.672779
-1000.0,1,1.673864
-1000.0,1,1.674841
-1000.0,1,1.676394
-1000.0,1,1.677944
-1000.0,1,1.679687
-1000.0,1,1.681049
-1000.0,1,1.682116
-1000.0,1,1.683013
-1000.0,1,1.683891
-1000.0,1,1.684668
-1000.0,1,1.685507
-1000.0,1,1.686355
-1000.0,1,1.687772
-1000.0,1,1.68871
-1000.0,1,1.689738
-1000.0,1,1.691284
-1000.0,1,1.69229
-1000.0,1,1.693588
-1000.0,1,1.694669
-1000.0,1,1.696149
-1000.0,1,1.697412
-1000.0,1,1.698534
-1000.0,1,1.699498
-1000.0,1,1.700656
-1000.0,1,1.701634
-1000.0,1,1.702558
-1000.0,1,1.703418
-1000.0,1,1.704265
-1000.0,1,1.705018
-1000.0,1,1.705783
-1000.0,1,1.707089
-1000.0,1,1.708382
-1000.0,1,1.709795
-1000.0,1,1.711216
-1000.0,1,1.712614
-1000.0,1,1.71401
-1000.0,1,1.715021
-1000.0,1,1.715883
-1000.0,1,1.716927
-1000.0,1,1.717897
-1000.0,1,1.718765
-1000.0,1,1.719899
-1000.0,1,1.720792
-1000.0,1,1.721598
-1000.0,1,1.722442
-1000.0,1,1.723664
-1000.0,1,1.724854
-1000.0,1,1.726051
-1000.0,1,1.727492
-1000.0,1,1.728644
-1000.0,1,1.729845
-1000.0,1,1.730945
-1000.0,1,1.732464
-1000.0,1,1.733472
-1000.0,1,1.734271
-1000.0,1,1.735089
-1000.0,1,1.735956
-1000.0,1,1.736679
-1000.0,1,1.737463
-1000.0,1,1.738328
-1000.0,1,1.739111
-1000.0,1,1.740378
-1000.0,1,1.741543
-1000.0,1,1.74309
-1000.0,1,1.744568
-1000.0,1,1.746203
-1000.0,1,1.747464
-1000.0,1,1.748818
-1000.0,1,1.749763
-1000.0,1,1.750531
-1000.0,1,1.751261
-1000.0,1,1.752
-1000.0,1,1.752744
-1000.0,1,1.753432
-1000.0,1,1.754228
-1000.0,1,1.755101
-1000.0,1,1.755965
-1000.0,1,1.757285
-1000.0,1,1.758453
-1000.0,1,1.759692
-1000.0,1,1.760979
-1000.0,1,1.762439
-1000.0,1,1.763528
-1000.0,1,1.764612
-1000.0,1,1.765747
-1000.0,1,1.766954
-1000.0,1,1.767868
-1000.0,1,1.76861
-1000.0,1,1.769306
-1000.0,1,1.770013
-1000.0,1,1.770703
-1000.0,1,1.771384
-1000.0,1,1.772096
-1000.0,1,1.773297
-1000.0,1,1.774515
-1000.0,1,1.775665
-1000.0,1,1.776907
-1000.0,1,1.778067
-1000.0,1,1.77921
-1000.0,1,1.780306
-1000.0,1,1.781683
-1000.0,1,1.782548
-1000.0,1,1.783251
-1000.0,1,1.783916
-1000.0,1,1.78475
-1000.0,1,1.78547
-1000.0,1,1.786154
-1000.0,1,1.786857
-1000.0,1,1.78757
-1000.0,1,1.788259
-1000.0,1,1.788907
-1000.0,1,1.789892
-1000.0,1,1.791215
-1000.0,1,1.792344
-1000.0,1,1.793553
-1000.0,1,1.79467
-1000.0,1,1.795824
-1000.0,1,1.796956
-1000.0,1,1.798414
-1000.0,1,1.799345
-1000.0,1,1.800088
-1000.0,1,1.800793
-1000.0,1,1.801509
-1000.0,1,1.802188
-1000.0,1,1.803019
-1000.0,1,1.803892
-1000.0,1,1.804669
-1000.0,1,1.805348
-1000.0,1,1.80608
-1000.0,1,1.807358
-1000.0,1,1.808441
-1000.0,1,1.809829
-1000.0,1,1.810889
-1000.0,1,1.812092
-1000.0,1,1.813042
-1000.0,1,1.814224
-1000.0,1,1.815416
-1000.0,1,1.816282
-1000.0,1,1.817028
-1000.0,1,1.817707
-1000.0,1,1.818402
-1000.0,1,1.819047
-1000.0,1,1.819691
-1000.0,1,1.820317
-1000.0,1,1.821077
-1000.0,1,1.821841
-1000.0,1,1.822545
-1000.0,1,1.823938
-1000.0,1,1.825297
-1000.0,1,1.826844
-1000.0,1,1.828547
-1000.0,1,1.829935
-1000.0,1,1.831208
-1000.0,1,1.832127
-1000.0,1,1.833019
-1000.0,1,1.834269
-1000.0,1,1.835148
-1000.0,1,1.835792
-1000.0,1,1.836396
-1000.0,1,1.837
-1000.0,1,1.837601
-1000.0,1,1.838189
-1000.0,1,1.838773
-1000.0,1,1.839941
-1000.0,1,1.84141
-1000.0,1,1.842926
-1000.0,1,1.844385
-1000.0,1,1.845663
-1000.0,1,1.847212
-1000.0,1,1.848199
-1000.0,1,1.849066
-1000.0,1,1.849949
-1000.0,1,1.850947
-1000.0,1,1.851613
-1000.0,1,1.852248
-1000.0,1,1.853043
-1000.0,1,1.853689
-1000.0,1,1.854276
-1000.0,1,1.854883
-1000.0,1,1.85563
-1000.0,1,1.856382
-1000.0,1,1.857781
-1000.0,1,1.859261
-1000.0,1,1.860801
-1000.0,1,1.862233
-1000.0,1,1.863566
-1000.0,1,1.864645
-1000.0,1,1.86558
-1000.0,1,1.866495
-1000.0,1,1.867667
-1000.0,1,1.868406
-1000.0,1,1.869031
-1000.0,1,1.86963
-1000.0,1,1.870222
-1000.0,1,1.871037
-1000.0,1,1.871864
-1000.0,1,1.872764
-1000.0,1,1.87408
-1000.0,1,1.875161
-1000.0,1,1.876409
-1000.0,1,1.877738
-1000.0,1,1.878887
-1000.0,1,1.880053
-1000.0,1,1.881084
-1000.0,1,1.882204
-1000.0,1,1.882943
-1000.0,1,1.883679
-1000.0,1,1.884417
-1000.0,1,1.885084
-1000.0,1,1.885745
-1000.0,1,1.886401
-1000.0,1,1.887197
-1000.0,1,1.888012
-1000.0,1,1.888689
-1000.0,1,1.889511
-1000.0,1,1.890971
-1000.0,1,1.892236
-1000.0,1,1.893643
-1000.0,1,1.894803
-1000.0,1,1.896198
-1000.0,1,1.897583
-1000.0,1,1.899445
-1000.0,1,1.900605
-1000.0,1,1.901413
-1000.0,1,1.902225
-1000.0,1,1.902995
-1000.0,1,1.903794
-1000.0,1,1.904619
-1000.0,1,1.905325
-1000.0,1,1.906506
-1000.0,1,1.907912
-1000.0,1,1.909306
-1000.0,1,1.910488
-1000.0,1,1.911946
-1000.0,1,1.913197
-1000.0,1,1.91458
-1000.0,1,1.916033
-1000.0,1,1.916875
-1000.0,1,1.917623
-1000.0,1,1.918312
-1000.0,1,1.919057
-1000.0,1,1.920027
-1000.0,1,1.920867
-1000.0,1,1.921668
-1000.0,1,1.922356
-1000.0,1,1.923401
-1000.0,1,1.924616
-1000.0,1,1.925817
-1000.0,1,1.927211
-1000.0,1,1.928435
-1000.0,1,1.929532
-1000.0,1,1.930692
-1000.0,1,1.931964
-1000.0,1,1.932989
-1000.0,1,1.933743
-1000.0,1,1.934457
-1000.0,1,1.93515
-1000.0,1,1.935983
-1000.0,1,1.936686
-1000.0,1,1.937475
-1000.0,1,1.938336
-1000.0,1,1.939533
-1000.0,1,1.940926
-1000.0,1,1.942169
-1000.0,1,1.943447
-1000.0,1,1.944781
-1000.0,1,1.945857
-1000.0,1,1.947171
-1000.0,1,1.948417
-1000.0,1,1.949597
-1000.0,1,1.950479
-1000.0,1,1.951364
-1000.0,1,1.952303
-1000.0,1,1.953176
-1000.0,1,1.953983
-1000.0,1,1.954952
-1000.0,1,1.955969
-1000.0,1,1.957107
-1000.0,1,1.958143
-1000.0,1,1.959642
-1000.0,1,1.963222
-1000.0,1,1.964661
-1000.0,1,1.965585
-1000.0,1,1.96646
-1000.0,1,1.967807
-1000.0,1,1.968829
-1000.0,1,1.969621
-1000.0,1,1.970392
-1000.0,1,1.971183
-1000.0,1,1.972284
-1000.0,1,1.973503
-1000.0,1,1.974566
-1000.0,1,1.975899
-1000.0,1,1.977305
-1000.0,1,1.97882
-1000.0,1,1.979912
-1000.0,1,1.980865
-1000.0,1,1.981973
-1000.0,1,1.983424
-1000.0,1,1.984734
-1000.0,1,1.985803
-1000.0,1,1.986831
-1000.0,1,1.988008
-1000.0,1,1.988839
-1000.0,1,1.989851
-1000.0,1,1.991342
-1000.0,1,1.992702
-1000.0,1,1.994248
-1000.0,1,1.995875
-1000.0,1,1.997013
-1000.0,1,1.997938
-1000.0,1,1.999109
-1000.0,1,2.000161
-1000.0,1,2.000977
-1000.0,1,2.001707
-1000.0,1,2.00244
-1000.0,1,2.003178
-1000.0,1,2.003917
-1000.0,1,2.00471
-1000.0,1,2.005545
-1000.0,1,2.006611
-1000.0,1,2.008271
-1000.0,1,2.009627
-1000.0,1,2.011148
-1000.0,1,2.012666
-1000.0,1,2.013805
-1000.0,1,2.014635
-1000.0,1,2.015679
-1000.0,1,2.016866
-1000.0,1,2.017736
-1000.0,1,2.018484
-1000.0,1,2.01921
-1000.0,1,2.019938
-1000.0,1,2.020654
-1000.0,1,2.021356
-1000.0,1,2.02238
-1000.0,1,2.023804
-1000.0,1,2.025269
-1000.0,1,2.026738
-1000.0,1,2.028291
-1000.0,1,2.029494
-1000.0,1,2.030466
-1000.0,1,2.031373
-1000.0,1,2.032469
-1000.0,1,2.033254
-1000.0,1,2.033977
-1000.0,1,2.03466
-1000.0,1,2.035396
-1000.0,1,2.036137
-1000.0,1,2.036939
-1000.0,1,2.037774
-1000.0,1,2.038563
-1000.0,1,2.040049
-1000.0,1,2.041808
-1000.0,1,2.043352
-1000.0,1,2.044476
-1000.0,1,2.04565
-1000.0,1,2.046646
-1000.0,1,2.047977
-1000.0,1,2.048971
-1000.0,1,2.049752
-1000.0,1,2.05045
-1000.0,1,2.05114
-1000.0,1,2.051836
-1000.0,1,2.052513
