#{"t_start": 1731492077.6792629, "env_id": "None"}
r,l,t
-1000.0,1,1.037409
-1000.0,1,1.03818
-1000.0,1,1.038866
-1000.0,1,1.039567
-1000.0,1,1.040232
-1000.0,1,1.041063
-1000.0,1,1.041926
-1000.0,1,1.042684
-1000.0,1,1.043454
-1000.0,1,1.04429
-1000.0,1,1.045089
-1000.0,1,1.04582
-1000.0,1,1.046526
-1000.0,1,1.047682
-1000.0,1,1.048654
-1000.0,1,1.049528
-1000.0,1,1.050529
-1000.0,1,1.051639
-1000.0,1,1.052649
-1000.0,1,1.054154
-1000.0,1,1.054899
-1000.0,1,1.055572
-1000.0,1,1.056211
-1000.0,1,1.056832
-1000.0,1,1.057484
-1000.0,1,1.058248
-1000.0,1,1.059001
-1000.0,1,1.060021
-1000.0,1,1.060929
-1000.0,1,1.061728
-1000.0,1,1.062461
-1000.0,1,1.063114
-1000.0,1,1.063994
-1000.0,1,1.065107
-1000.0,1,1.066086
-1000.0,1,1.067153
-1000.0,1,1.068465
-1000.0,1,1.069838
-1000.0,1,1.07086
-1000.0,1,1.071648
-1000.0,1,1.07235
-1000.0,1,1.072973
-1000.0,1,1.073612
-1000.0,1,1.074223
-1000.0,1,1.074974
-1000.0,1,1.075695
-1000.0,1,1.076384
-1000.0,1,1.077224
-1000.0,1,1.078061
-1000.0,1,1.078768
-1000.0,1,1.079427
-1000.0,1,1.080192
-1000.0,1,1.08123
-1000.0,1,1.082132
-1000.0,1,1.083158
-1000.0,1,1.084142
-1000.0,1,1.085268
-1000.0,1,1.086586
-1000.0,1,1.087528
-1000.0,1,1.088204
-1000.0,1,1.088915
-1000.0,1,1.089606
-1000.0,1,1.090233
-1000.0,1,1.090891
-1000.0,1,1.091642
-1000.0,1,1.092383
-1000.0,1,1.093069
-1000.0,1,1.093945
-1000.0,1,1.09474
-1000.0,1,1.095479
-1000.0,1,1.096176
-1000.0,1,1.097093
-1000.0,1,1.098028
-1000.0,1,1.099182
-1000.0,1,1.100282
-1000.0,1,1.101384
-1000.0,1,1.102554
-1000.0,1,1.103706
-1000.0,1,1.104553
-1000.0,1,1.105337
-1000.0,1,1.106046
-1000.0,1,1.106724
-1000.0,1,1.107497
-1000.0,1,1.108233
-1000.0,1,1.10891
-1000.0,1,1.109588
-1000.0,1,1.11038
-1000.0,1,1.1113
-1000.0,1,1.112062
-1000.0,1,1.112779
-1000.0,1,1.113873
-1000.0,1,1.114834
-1000.0,1,1.115665
-1000.0,1,1.116627
-1000.0,1,1.118126
-1000.0,1,1.119304
-1000.0,1,1.120587
-1000.0,1,1.12133
-1000.0,1,1.121973
-1000.0,1,1.122614
-1000.0,1,1.123224
-1000.0,1,1.123963
-1000.0,1,1.124801
-1000.0,1,1.125551
-1000.0,1,1.126235
-1000.0,1,1.126968
-1000.0,1,1.127819
-1000.0,1,1.128534
-1000.0,1,1.129287
-1000.0,1,1.130219
-1000.0,1,1.131178
-1000.0,1,1.132068
-1000.0,1,1.132899
-1000.0,1,1.133838
-1000.0,1,1.135028
-1000.0,1,1.136463
-1000.0,1,1.137371
-1000.0,1,1.138042
-1000.0,1,1.138696
-1000.0,1,1.139347
-1000.0,1,1.139999
-1000.0,1,1.140687
-1000.0,1,1.141447
-1000.0,1,1.142314
-1000.0,1,1.143106
-1000.0,1,1.143917
-1000.0,1,1.144679
-1000.0,1,1.145378
-1000.0,1,1.146056
-1000.0,1,1.147187
-1000.0,1,1.148342
-1000.0,1,1.149359
-1000.0,1,1.150813
-1000.0,1,1.152357
-1000.0,1,1.153454
-1000.0,1,1.154342
-1000.0,1,1.155055
-1000.0,1,1.155704
-1000.0,1,1.15632
-1000.0,1,1.15696
-1000.0,1,1.157693
-1000.0,1,1.158395
-1000.0,1,1.159111
-1000.0,1,1.159844
-1000.0,1,1.16068
-1000.0,1,1.161527
-1000.0,1,1.162235
-1000.0,1,1.162921
-1000.0,1,1.163995
-1000.0,1,1.165174
-1000.0,1,1.16627
-1000.0,1,1.167546
-1000.0,1,1.169052
-1000.0,1,1.170292
-1000.0,1,1.171181
-1000.0,1,1.171861
-1000.0,1,1.172513
-1000.0,1,1.173156
-1000.0,1,1.173816
-1000.0,1,1.174566
-1000.0,1,1.175293
-1000.0,1,1.176084
-1000.0,1,1.176831
-1000.0,1,1.177712
-1000.0,1,1.178424
-1000.0,1,1.179096
-1000.0,1,1.179854
-1000.0,1,1.181141
-1000.0,1,1.182529
-1000.0,1,1.184326
-1000.0,1,1.185945
-1000.0,1,1.187937
-1000.0,1,1.190629
-1000.0,1,1.192698
-1000.0,1,1.194206
-1000.0,1,1.19569
-1000.0,1,1.197247
-1000.0,1,1.198779
-1000.0,1,1.200213
-1000.0,1,1.201587
-1000.0,1,1.203026
-1000.0,1,1.204525
-1000.0,1,1.205936
-1000.0,1,1.207358
-1000.0,1,1.208868
-1000.0,1,1.210603
-1000.0,1,1.212449
-1000.0,1,1.21433
-1000.0,1,1.216655
-1000.0,1,1.218283
-1000.0,1,1.220158
-1000.0,1,1.22162
-1000.0,1,1.223191
-1000.0,1,1.224829
-1000.0,1,1.226383
-1000.0,1,1.228144
-1000.0,1,1.229732
-1000.0,1,1.231748
-1000.0,1,1.233838
-1000.0,1,1.23523
-1000.0,1,1.237099
-1000.0,1,1.238571
-1000.0,1,1.239736
-1000.0,1,1.240874
-1000.0,1,1.242293
-1000.0,1,1.243933
-1000.0,1,1.246284
-1000.0,1,1.248897
-1000.0,1,1.250898
-1000.0,1,1.25273
-1000.0,1,1.254445
-1000.0,1,1.255595
-1000.0,1,1.256734
-1000.0,1,1.257717
-1000.0,1,1.258676
-1000.0,1,1.259654
-1000.0,1,1.260782
-1000.0,1,1.262166
-1000.0,1,1.263906
-1000.0,1,1.265372
-1000.0,1,1.266538
-1000.0,1,1.267907
-1000.0,1,1.269313
-1000.0,1,1.270337
-1000.0,1,1.271255
-1000.0,1,1.272197
-1000.0,1,1.272992
-1000.0,1,1.274076
-1000.0,1,1.275402
-1000.0,1,1.276761
-1000.0,1,1.278076
-1000.0,1,1.279531
-1000.0,1,1.280891
-1000.0,1,1.282273
-1000.0,1,1.283216
-1000.0,1,1.284488
-1000.0,1,1.285455
-1000.0,1,1.286286
-1000.0,1,1.287017
-1000.0,1,1.287821
-1000.0,1,1.288675
-1000.0,1,1.289604
-1000.0,1,1.2906
-1000.0,1,1.291818
-1000.0,1,1.293139
-1000.0,1,1.294716
-1000.0,1,1.296071
-1000.0,1,1.297224
-1000.0,1,1.298201
-1000.0,1,1.299327
-1000.0,1,1.300355
-1000.0,1,1.30114
-1000.0,1,1.301855
-1000.0,1,1.302567
-1000.0,1,1.303269
-1000.0,1,1.304111
-1000.0,1,1.304862
-1000.0,1,1.30556
-1000.0,1,1.306363
-1000.0,1,1.307094
-1000.0,1,1.308061
-1000.0,1,1.309291
-1000.0,1,1.310703
-1000.0,1,1.312719
-1000.0,1,1.314085
-1000.0,1,1.315386
-1000.0,1,1.316379
-1000.0,1,1.317098
-1000.0,1,1.317833
-1000.0,1,1.318588
-1000.0,1,1.319287
-1000.0,1,1.319948
-1000.0,1,1.320686
-1000.0,1,1.321425
-1000.0,1,1.32208
-1000.0,1,1.322781
-1000.0,1,1.323652
-1000.0,1,1.324835
-1000.0,1,1.326076
-1000.0,1,1.327899
-1000.0,1,1.329651
-1000.0,1,1.330868
-1000.0,1,1.332035
-1000.0,1,1.33302
-1000.0,1,1.333779
-1000.0,1,1.33443
-1000.0,1,1.335071
-1000.0,1,1.335703
-1000.0,1,1.336337
-1000.0,1,1.337016
-1000.0,1,1.337724
-1000.0,1,1.338356
-1000.0,1,1.33904
-1000.0,1,1.339719
-1000.0,1,1.340399
-1000.0,1,1.341424
-1000.0,1,1.34275
-1000.0,1,1.344011
-1000.0,1,1.34561
-1000.0,1,1.346816
-1000.0,1,1.348015
-1000.0,1,1.349198
-1000.0,1,1.350092
-1000.0,1,1.350885
-1000.0,1,1.351616
-1000.0,1,1.352303
-1000.0,1,1.35296
-1000.0,1,1.353629
-1000.0,1,1.354322
-1000.0,1,1.355029
-1000.0,1,1.355755
-1000.0,1,1.356474
-1000.0,1,1.357539
-1000.0,1,1.358703
-1000.0,1,1.360085
-1000.0,1,1.361815
-1000.0,1,1.363065
-1000.0,1,1.364128
-1000.0,1,1.365047
-1000.0,1,1.366213
-1000.0,1,1.367118
-1000.0,1,1.367821
-1000.0,1,1.36847
-1000.0,1,1.369115
-1000.0,1,1.36975
-1000.0,1,1.370395
-1000.0,1,1.371167
-1000.0,1,1.371807
-1000.0,1,1.372433
-1000.0,1,1.373192
-1000.0,1,1.373991
-1000.0,1,1.375415
-1000.0,1,1.376773
-1000.0,1,1.378081
-1000.0,1,1.37958
-1000.0,1,1.380798
-1000.0,1,1.38207
-1000.0,1,1.382958
-1000.0,1,1.383628
-1000.0,1,1.384275
-1000.0,1,1.385
-1000.0,1,1.385704
-1000.0,1,1.386338
-1000.0,1,1.386943
-1000.0,1,1.387636
-1000.0,1,1.388302
-1000.0,1,1.388915
-1000.0,1,1.38952
-1000.0,1,1.390471
-1000.0,1,1.391855
-1000.0,1,1.393293
-1000.0,1,1.394612
-1000.0,1,1.396105
-1000.0,1,1.397529
-1000.0,1,1.398708
-1000.0,1,1.399572
-1000.0,1,1.400425
-1000.0,1,1.401235
-1000.0,1,1.401886
-1000.0,1,1.402668
-1000.0,1,1.403359
-1000.0,1,1.404117
-1000.0,1,1.404824
-1000.0,1,1.405458
-1000.0,1,1.406083
-1000.0,1,1.406719
-1000.0,1,1.407346
-1000.0,1,1.408509
-1000.0,1,1.409786
-1000.0,1,1.411117
-1000.0,1,1.412838
-1000.0,1,1.413946
-1000.0,1,1.415114
-1000.0,1,1.416239
-1000.0,1,1.417065
-1000.0,1,1.417769
-1000.0,1,1.418465
-1000.0,1,1.419158
-1000.0,1,1.419822
-1000.0,1,1.420469
-1000.0,1,1.421236
-1000.0,1,1.422013
-1000.0,1,1.422679
-1000.0,1,1.423403
-1000.0,1,1.42451
-1000.0,1,1.425727
-1000.0,1,1.427049
-1000.0,1,1.428832
-1000.0,1,1.430041
-1000.0,1,1.431254
-1000.0,1,1.432444
-1000.0,1,1.433214
-1000.0,1,1.434007
-1000.0,1,1.434738
-1000.0,1,1.435418
-1000.0,1,1.436097
-1000.0,1,1.436788
-1000.0,1,1.43752
-1000.0,1,1.438223
-1000.0,1,1.438879
-1000.0,1,1.439535
-1000.0,1,1.440285
-1000.0,1,1.441272
-1000.0,1,1.442533
-1000.0,1,1.443738
-1000.0,1,1.445042
-1000.0,1,1.446425
-1000.0,1,1.447784
-1000.0,1,1.448939
-1000.0,1,1.449702
-1000.0,1,1.450541
-1000.0,1,1.451648
-1000.0,1,1.452841
-1000.0,1,1.454052
-1000.0,1,1.454812
-1000.0,1,1.455466
-1000.0,1,1.456095
-1000.0,1,1.456721
-1000.0,1,1.457729
-1000.0,1,1.459127
-1000.0,1,1.460418
-1000.0,1,1.461996
-1000.0,1,1.463283
-1000.0,1,1.464459
-1000.0,1,1.465619
-1000.0,1,1.466389
-1000.0,1,1.467056
-1000.0,1,1.46771
-1000.0,1,1.468347
-1000.0,1,1.468967
-1000.0,1,1.469625
-1000.0,1,1.470276
-1000.0,1,1.471067
-1000.0,1,1.471727
-1000.0,1,1.472349
-1000.0,1,1.472945
-1000.0,1,1.47359
-1000.0,1,1.474432
-1000.0,1,1.475655
-1000.0,1,1.477051
-1000.0,1,1.47902
-1000.0,1,1.480182
-1000.0,1,1.481267
-1000.0,1,1.482393
-1000.0,1,1.483311
-1000.0,1,1.484065
-1000.0,1,1.484711
-1000.0,1,1.4854
-1000.0,1,1.486078
-1000.0,1,1.486747
-1000.0,1,1.487444
-1000.0,1,1.488178
-1000.0,1,1.488907
-1000.0,1,1.489626
-1000.0,1,1.49068
-1000.0,1,1.491733
-1000.0,1,1.49331
-1000.0,1,1.495409
-1000.0,1,1.496637
-1000.0,1,1.497605
-1000.0,1,1.498621
-1000.0,1,1.49931
-1000.0,1,1.499995
-1000.0,1,1.500854
-1000.0,1,1.501646
-1000.0,1,1.502363
-1000.0,1,1.503056
-1000.0,1,1.503785
-1000.0,1,1.504455
-1000.0,1,1.5051
-1000.0,1,1.505854
-1000.0,1,1.506592
-1000.0,1,1.507608
-1000.0,1,1.508643
-1000.0,1,1.510147
-1000.0,1,1.512242
-1000.0,1,1.513461
-1000.0,1,1.514342
-1000.0,1,1.51545
-1000.0,1,1.51619
-1000.0,1,1.516849
-1000.0,1,1.517508
-1000.0,1,1.518321
-1000.0,1,1.519065
-1000.0,1,1.519733
-1000.0,1,1.520444
-1000.0,1,1.52111
-1000.0,1,1.521737
-1000.0,1,1.522351
-1000.0,1,1.522951
-1000.0,1,1.523662
-1000.0,1,1.525053
-1000.0,1,1.526479
-1000.0,1,1.527755
-1000.0,1,1.529155
-1000.0,1,1.530253
-1000.0,1,1.531548
-1000.0,1,1.532402
-1000.0,1,1.53308
-1000.0,1,1.533726
-1000.0,1,1.534377
-1000.0,1,1.535032
-1000.0,1,1.535675
-1000.0,1,1.536283
-1000.0,1,1.537324
-1000.0,1,1.538041
-1000.0,1,1.538685
-1000.0,1,1.539296
-1000.0,1,1.539904
-1000.0,1,1.540671
-1000.0,1,1.542043
-1000.0,1,1.543792
-1000.0,1,1.545501
-1000.0,1,1.547015
-1000.0,1,1.548104
-1000.0,1,1.549035
-1000.0,1,1.549939
-1000.0,1,1.551141
-1000.0,1,1.551856
-1000.0,1,1.552465
-1000.0,1,1.553064
-1000.0,1,1.553641
-1000.0,1,1.554215
-1000.0,1,1.554967
-1000.0,1,1.555665
-1000.0,1,1.556398
-1000.0,1,1.557379
-1000.0,1,1.558689
-1000.0,1,1.560268
-1000.0,1,1.562131
-1000.0,1,1.563616
-1000.0,1,1.564656
-1000.0,1,1.565509
-1000.0,1,1.566427
-1000.0,1,1.567419
-1000.0,1,1.568354
-1000.0,1,1.569077
-1000.0,1,1.569687
-1000.0,1,1.570284
-1000.0,1,1.570873
-1000.0,1,1.571463
-1000.0,1,1.572086
-1000.0,1,1.572831
-1000.0,1,1.573562
-1000.0,1,1.574898
-1000.0,1,1.576617
-1000.0,1,1.578273
-1000.0,1,1.579885
-1000.0,1,1.580985
-1000.0,1,1.581831
-1000.0,1,1.582696
-1000.0,1,1.583744
-1000.0,1,1.58445
-1000.0,1,1.585263
-1000.0,1,1.585901
-1000.0,1,1.586525
-1000.0,1,1.587105
-1000.0,1,1.587676
-1000.0,1,1.58825
-1000.0,1,1.588989
-1000.0,1,1.589682
-1000.0,1,1.590905
-1000.0,1,1.5926
-1000.0,1,1.594307
-1000.0,1,1.595855
-1000.0,1,1.596895
-1000.0,1,1.597807
-1000.0,1,1.598686
-1000.0,1,1.599771
-1000.0,1,1.600474
-1000.0,1,1.601082
-1000.0,1,1.601669
-1000.0,1,1.602254
-1000.0,1,1.603033
-1000.0,1,1.603682
-1000.0,1,1.604259
-1000.0,1,1.604972
-1000.0,1,1.605608
-1000.0,1,1.606186
-1000.0,1,1.606897
-1000.0,1,1.60816
-1000.0,1,1.609923
-1000.0,1,1.611546
-1000.0,1,1.613109
-1000.0,1,1.614196
-1000.0,1,1.615136
-1000.0,1,1.616039
-1000.0,1,1.617106
-1000.0,1,1.617823
-1000.0,1,1.618433
-1000.0,1,1.619035
-1000.0,1,1.619632
-1000.0,1,1.620206
-1000.0,1,1.620956
-1000.0,1,1.621576
-1000.0,1,1.622321
-1000.0,1,1.623061
-1000.0,1,1.624324
-1000.0,1,1.625805
-1000.0,1,1.62768
-1000.0,1,1.629234
-1000.0,1,1.63041
-1000.0,1,1.631329
-1000.0,1,1.632231
-1000.0,1,1.633314
-1000.0,1,1.634039
-1000.0,1,1.63465
-1000.0,1,1.635252
-1000.0,1,1.635844
-1000.0,1,1.636425
-1000.0,1,1.637273
-1000.0,1,1.638032
-1000.0,1,1.638761
-1000.0,1,1.639369
-1000.0,1,1.639921
-1000.0,1,1.640597
-1000.0,1,1.641899
-1000.0,1,1.643592
-1000.0,1,1.645415
-1000.0,1,1.646917
-1000.0,1,1.647991
-1000.0,1,1.648821
-1000.0,1,1.649747
-1000.0,1,1.650884
-1000.0,1,1.652086
-1000.0,1,1.652783
-1000.0,1,1.653399
-1000.0,1,1.654164
-1000.0,1,1.654811
-1000.0,1,1.655411
-1000.0,1,1.65601
-1000.0,1,1.656607
-1000.0,1,1.657351
-1000.0,1,1.65843
-1000.0,1,1.659453
-1000.0,1,1.660909
-1000.0,1,1.662517
-1000.0,1,1.663561
-1000.0,1,1.664669
-1000.0,1,1.665828
-1000.0,1,1.66676
-1000.0,1,1.66749
-1000.0,1,1.668155
-1000.0,1,1.668804
-1000.0,1,1.669459
-1000.0,1,1.67012
-1000.0,1,1.670895
-1000.0,1,1.671557
-1000.0,1,1.672316
-1000.0,1,1.673043
-1000.0,1,1.674061
-1000.0,1,1.675207
-1000.0,1,1.676577
-1000.0,1,1.678201
-1000.0,1,1.679497
-1000.0,1,1.680508
-1000.0,1,1.681549
-1000.0,1,1.682375
-1000.0,1,1.683058
-1000.0,1,1.68389
-1000.0,1,1.684609
-1000.0,1,1.685321
-1000.0,1,1.685976
-1000.0,1,1.686695
-1000.0,1,1.687404
-1000.0,1,1.688031
-1000.0,1,1.688726
-1000.0,1,1.689396
-1000.0,1,1.690243
-1000.0,1,1.691305
-1000.0,1,1.692282
-1000.0,1,1.693525
-1000.0,1,1.695257
-1000.0,1,1.696382
-1000.0,1,1.697591
-1000.0,1,1.698682
-1000.0,1,1.699444
-1000.0,1,1.700097
-1000.0,1,1.700866
-1000.0,1,1.701531
-1000.0,1,1.70217
-1000.0,1,1.702776
-1000.0,1,1.703432
-1000.0,1,1.704105
-1000.0,1,1.704711
-1000.0,1,1.70532
-1000.0,1,1.706072
-1000.0,1,1.706768
-1000.0,1,1.707579
-1000.0,1,1.708792
-1000.0,1,1.709933
-1000.0,1,1.711151
-1000.0,1,1.712887
-1000.0,1,1.713967
-1000.0,1,1.715143
-1000.0,1,1.716301
-1000.0,1,1.717072
-1000.0,1,1.717958
-1000.0,1,1.718663
-1000.0,1,1.719297
-1000.0,1,1.719912
-1000.0,1,1.720555
-1000.0,1,1.72129
-1000.0,1,1.721923
-1000.0,1,1.722526
-1000.0,1,1.723181
-1000.0,1,1.724549
-1000.0,1,1.725861
-1000.0,1,1.727175
-1000.0,1,1.728632
-1000.0,1,1.72968
-1000.0,1,1.731029
-1000.0,1,1.732105
-1000.0,1,1.732833
-1000.0,1,1.733488
-1000.0,1,1.734126
-1000.0,1,1.734732
-1000.0,1,1.735353
-1000.0,1,1.735957
-1000.0,1,1.736677
-1000.0,1,1.737428
-1000.0,1,1.738067
-1000.0,1,1.738662
-1000.0,1,1.73927
-1000.0,1,1.73986
-1000.0,1,1.740553
-1000.0,1,1.741858
-1000.0,1,1.743376
-1000.0,1,1.744632
-1000.0,1,1.74611
-1000.0,1,1.747106
-1000.0,1,1.748243
-1000.0,1,1.749356
-1000.0,1,1.750099
-1000.0,1,1.750751
-1000.0,1,1.751403
-1000.0,1,1.752053
-1000.0,1,1.752669
-1000.0,1,1.753289
-1000.0,1,1.75403
-1000.0,1,1.75478
-1000.0,1,1.755419
-1000.0,1,1.756038
-1000.0,1,1.756724
-1000.0,1,1.757731
-1000.0,1,1.758856
-1000.0,1,1.760395
-1000.0,1,1.762007
-1000.0,1,1.763171
-1000.0,1,1.764293
-1000.0,1,1.765341
-1000.0,1,1.766157
-1000.0,1,1.766891
-1000.0,1,1.767546
-1000.0,1,1.768201
-1000.0,1,1.768841
-1000.0,1,1.769459
-1000.0,1,1.770136
-1000.0,1,1.770818
-1000.0,1,1.771448
-1000.0,1,1.772161
-1000.0,1,1.772867
-1000.0,1,1.773588
-1000.0,1,1.774915
-1000.0,1,1.776285
-1000.0,1,1.777573
-1000.0,1,1.779223
-1000.0,1,1.780247
-1000.0,1,1.78132
-1000.0,1,1.782438
-1000.0,1,1.783201
-1000.0,1,1.783853
-1000.0,1,1.784504
-1000.0,1,1.78524
-1000.0,1,1.785944
-1000.0,1,1.786593
-1000.0,1,1.787275
-1000.0,1,1.787995
-1000.0,1,1.788652
-1000.0,1,1.789265
-1000.0,1,1.790076
-1000.0,1,1.791435
-1000.0,1,1.792729
-1000.0,1,1.79376
-1000.0,1,1.795102
-1000.0,1,1.796299
-1000.0,1,1.797494
-1000.0,1,1.79853
-1000.0,1,1.799315
-1000.0,1,1.799992
-1000.0,1,1.800654
-1000.0,1,1.801286
-1000.0,1,1.8019
-1000.0,1,1.802523
-1000.0,1,1.803226
-1000.0,1,1.803959
-1000.0,1,1.804588
-1000.0,1,1.805195
-1000.0,1,1.805797
-1000.0,1,1.806376
-1000.0,1,1.807093
-1000.0,1,1.808378
-1000.0,1,1.809865
-1000.0,1,1.811182
-1000.0,1,1.812551
-1000.0,1,1.813549
-1000.0,1,1.81468
-1000.0,1,1.815679
-1000.0,1,1.816374
-1000.0,1,1.816996
-1000.0,1,1.817598
-1000.0,1,1.818197
-1000.0,1,1.818785
-1000.0,1,1.81938
-1000.0,1,1.820095
-1000.0,1,1.820831
-1000.0,1,1.821443
-1000.0,1,1.822021
-1000.0,1,1.822608
-1000.0,1,1.823356
-1000.0,1,1.82461
